code	desc
160.2	Malignant neoplasm of maxillary sinus
780.51	Insomnia with sleep apnea, unspecified
304.21	Cocaine dependence, continuous
385.30	Cholesteatoma, unspecified
511.81	Malignant pleural effusion
287.2	Other nonthrombocytopenic purpuras
747.49	Other anomalies of great veins
277.87	Disorders of mitochondrial metabolism
655.53	Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication
296.13	Manic affective disorder, recurrent episode, severe, without mention of psychotic behavior
250.0	
733.11	Pathologic fracture of humerus
173.3	
V71.89	Observation and evaluation for other specified suspected conditions
V91.03	Twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)
607.3	Priapism
552.29	Other ventral hernia with obstruction
748.3	Other anomalies of larynx, trachea, and bronchus
661.43	Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication
820.20	Closed fracture of trochanteric section of neck of femur
727.61	Complete rupture of rotator cuff
752.49	Other anomalies of cervix, vagina, and external female genitalia
134.0	Myiasis
993.0	Barotrauma, otitic
652.90	Unspecified malposition or malpresentation, unspecified as to episode of care or not applicable
160.1	Malignant neoplasm of auditory tube, middle ear, and mastoid air cells
437.6	Nonpyogenic thrombosis of intracranial venous sinus
V51.0	Encounter for breast reconstruction following mastectomy
652.03	Unstable lie, antepartum condition or complication
485	Bronchopneumonia, organism unspecified
323.82	Other causes of myelitis
370.50	Interstitial keratitis, unspecified
362.53	Cystoid macular degeneration
377.24	Pseudopapilledema
641.80	Other antepartum hemorrhage, unspecified as to episode of care or not applicable
530.87	Mechanical complication of esophagostomy
V83.01	Asymptomatic hemophilia A carrier
795.82	Elevated cancer antigen 125 [CA 125]
998.31	Disruption of internal operation (surgical) wound
V55.0	Attention to tracheostomy
309.3	Adjustment disorder with disturbance of conduct
910.9	Other and unspecified superficial injury of face, neck, and scalp, infected
200.60	Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites
358.01	Myasthenia gravis with (acute) exacerbation
163.9	Malignant neoplasm of pleura, unspecified
379.01	Episcleritis periodica fugax
038.11	Methicillin susceptible Staphylococcus aureus septicemia
600.91	Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)
813.54	Open fracture of lower end of radius with ulna
451.11	Phlebitis and thrombophlebitis of femoral vein (deep) (superficial)
V49.73	Foot amputation status
305.9	
E968.9	Assault by unspecified means
364.75	Pupillary abnormalities
771.1	Congenital cytomegalovirus infection
078.12	Plantar wart
746.6	Congenital mitral insufficiency
E922.1	Accident caused by shotgun (automatic)
070.53	Hepatitis E without mention of hepatic coma
E935.9	Unspecified analgesic and antipyretic causing adverse effects in therapeutic use
V85.32	Body Mass Index 32.0-32.9, adult
621.32	Complex endometrial hyperplasia without atypia
801.01	Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness
148.2	Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect
481	Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
661.31	Precipitate labor, delivered, with or without mention of antepartum condition
583.89	Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney
811.03	Closed fracture of glenoid cavity and neck of scapula
276.52	Hypovolemia
287.30	Primary thrombocytopenia,unspecified
998.11	Hemorrhage complicating a procedure
813.83	Closed fracture of unspecified part of radius with ulna
250.22	Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled
209.69	Benign carcinoid tumor of other sites
649.53	Spotting complicating pregnancy, antepartum condition or complication
473.3	Chronic sphenoidal sinusitis
250.11	Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled
078.3	Cat-scratch disease
363.20	Chorioretinitis, unspecified
V72.63	Pre-procedural laboratory examination
303.91	Other and unspecified alcohol dependence, continuous
202.71	Peripheral T cell lymphoma, lymph nodes of head, face, and neck
E849.5	Street and highway accidents
668.81	Other complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition
054.5	Herpetic septicemia
711.07	Pyogenic arthritis, ankle and foot
216.2	Benign neoplasm of ear and external auditory canal
705.1	Prickly heat
292.89	Other specified drug-induced mental disorders
719.20	Villonodular synovitis, site unspecified
171.2	Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder
736.6	Other acquired deformities of knee
369.3	Unqualified visual loss, both eyes
262	Other severe protein-calorie malnutrition
295.34	Paranoid type schizophrenia, chronic with acute exacerbation
711.05	Pyogenic arthritis, pelvic region and thigh
651.53	Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication
648.43	Mental disorders of mother, antepartum condition or complication
367.31	Anisometropia
748.8	Other specified anomalies of respiratory system
664.40	Unspecified perineal laceration, unspecified as to episode of care or not applicable
213.1	Benign neoplasm of lower jaw bone
348.5	Cerebral edema
296.22	Major depressive affective disorder, single episode, moderate
305.21	Cannabis abuse, continuous
410.80	Acute myocardial infarction of other specified sites, episode of care unspecified
V11.1	Personal history of affective disorders
379.31	Aphakia
296.12	Manic affective disorder, recurrent episode, moderate
655.70	Decreased fetal movements, affecting management of mother, unspecified as to episode of care
296.54	Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior
238.76	Myelofibrosis with myeloid metaplasia
E813.2	Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist
518.5	
238.73	High grade myelodysplastic syndrome lesions
457.2	Lymphangitis
E029.9	Other activity
V61.23	Counseling for parent-biological child problem
170.6	Malignant neoplasm of pelvic bones, sacrum, and coccyx
762.2	Other and unspecified morphological and functional abnormalities of placenta affecting fetus or newborn
279.9	Unspecified disorder of immune mechanism
362.31	Central retinal artery occlusion
V80.1	Screening for glaucoma
276.4	Mixed acid-base balance disorder
156.9	Malignant neoplasm of biliary tract, part unspecified site
598.1	Traumatic urethral stricture
962.3	Poisoning by insulins and antidiabetic agents
V26.81	Encounter for assisted reproductive fertility procedure cycle
567.21	Peritonitis (acute) generalized
623.0	Dysplasia of vagina
923.09	Contusion of multiple sites of shoulder and upper arm
361.05	Recent retinal detachment, total or subtotal
255.12	Conn's syndrome
652.10	Breech or other malpresentation successfully converted to cephalic presentation, unspecified as to episode of care or not applicable
642.41	Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition
371.43	Band-shaped keratopathy
V19.7	Family history of consanguinity
718.48	Contracture of joint, other specified sites
719.57	Stiffness of joint, not elsewhere classified, ankle and foot
145.3	Malignant neoplasm of soft palate
617.6	Endometriosis in scar of skin
V59.3	Bone marrow donors
200.40	Mantle cell lymphoma, unspecified site, extranodal and solid organ sites
693.0	Dermatitis due to drugs and medicines taken internally
644.21	Early onset of delivery, delivered, with or without mention of antepartum condition
567.31	Psoas muscle abscess
763.1	Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn
890.1	Open wound of hip and thigh, complicated
737.43	Scoliosis associated with other conditions
V67.09	Follow-up examination, following other surgery
910.3	Blister of face, neck, and scalp except eye, infected
V59.73	Egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient
006.9	Amebiasis, unspecified
296.36	Major depressive affective disorder, recurrent episode, in full remission
642.04	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication
041.84	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes
625.71	Vulvar vestibulitis
755.10	Syndactyly of multiple and unspecified sites
V12.42	Personal history of infections of the central nervous system
942.11	Erythema [first degree] of breast
730.96	Unspecified infection of bone, lower leg
338.19	Other acute pain
982.8	Toxic effect of other nonpetroleum-based solvents
671.13	Varicose veins of vulva and perineum complicating pregnancy and the puerperium, antepartum condition or complication
786.1	Stridor
265.2	Pellagra
900.82	Injury to multiple blood vessels of head and neck
290.43	Vascular dementia, with depressed mood
188.5	Malignant neoplasm of bladder neck
383.20	Petrositis, unspecified
357.5	Alcoholic polyneuropathy
958.8	Other early complications of trauma
249.40	Secondary diabetes mellitus with renal manifestations, not stated as uncontrolled, or unspecified
265.1	Other and unspecified manifestations of thiamine deficiency
292.9	Unspecified drug-induced mental disorder
402.01	Malignant hypertensive heart disease with heart failure
995.90	Systemic inflammatory response syndrome, unspecified
170.7	Malignant neoplasm of long bones of lower limb
581.3	Nephrotic syndrome with lesion of minimal change glomerulonephritis
276.50	Volume depletion, unspecified
078.2	Sweating fever
624.3	Hypertrophy of labia
373.13	Abscess of eyelid
647.80	Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable
304.91	Unspecified drug dependence, continuous
823.22	Closed fracture of shaft of fibula with tibia
V54.09	Other aftercare involving internal fixation device
229.8	Benign neoplasm of other specified sites
730.15	Chronic osteomyelitis, pelvic region and thigh
694.9	Unspecified bullous dermatoses
112.2	Candidiasis of other urogenital sites
569.61	Infection of colostomy or enterostomy
E930.8	Other specified antibiotics causing adverse effects in therapeutic use
302.50	Trans-sexualism with unspecified sexual history
785.51	Cardiogenic shock
171.6	Malignant neoplasm of connective and other soft tissue of pelvis
362.16	Retinal neovascularization NOS
V65.46	Encounter for insulin pump training
173.79	Other specified malignant neoplasm of skin of lower limb, including hip
574.41	Calculus of bile duct with other cholecystitis, with obstruction
722.83	Postlaminectomy syndrome, lumbar region
423.3	Cardiac tamponade
090.0	Early congenital syphilis, symptomatic
368.44	Other localized visual field defect
739.8	Nonallopathic lesions, rib cage
114.4	Chronic pulmonary coccidioidomycosis
114.5	Pulmonary coccidioidomycosis, unspecified
114.9	Coccidioidomycosis, unspecified
V71.4	Observation following other accident
991.6	Hypothermia
662.00	Prolonged first stage of labor, unspecified as to episode of care or not applicable
